pcr_target,County,Date,Raw County Cases,cases_3dayavg,County_cases_3dayavg_r100Kutil,Raw Hospitalized Cases,hosp_3dayavg,County_hosp_3dayavg_r100Kutil
sars-cov-2,County1,2020-01-01,5,NA,NA,0,NA,NA
sars-cov-2,County1,2020-01-02,3,4,21.233676611105214,1,1.3333333333333333,7.077892203701737
sars-cov-2,County1,2020-01-03,4,3.3333333333333335,17.694730509254345,3,1.3333333333333333,7.077892203701737
sars-cov-2,County1,2020-01-04,3,3.6666666666666665,19.464203560179776,0,1,5.308419152776303
sars-cov-2,County1,2020-01-05,4,4,21.233676611105214,0,0,0
sars-cov-2,County1,2020-01-06,5,5.333333333333333,28.311568814806947,0,0,0
sars-cov-2,County1,2020-01-07,7,5,26.54209576388152,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-08,3,5.333333333333333,28.311568814806947,1,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-09,6,4.666666666666667,24.772622712956085,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-10,5,4.666666666666667,24.772622712956085,0,0,0
sars-cov-2,County1,2020-01-11,3,3.3333333333333335,17.694730509254345,0,0,0
sars-cov-2,County1,2020-01-12,2,3.6666666666666665,19.464203560179776,0,0,0
sars-cov-2,County1,2020-01-13,6,4,21.233676611105214,0,0,0
sars-cov-2,County1,2020-01-15,4,4.333333333333333,23.003149662030648,0,0,0
sars-cov-2,County1,2020-01-16,3,4,21.233676611105214,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-17,5,4,21.233676611105214,1,0.6666666666666666,3.5389461018508683
sars-cov-2,County1,2020-01-18,4,4.333333333333333,23.003149662030648,1,0.6666666666666666,3.5389461018508683
sars-cov-2,County1,2020-01-19,4,5.666666666666667,30.081041865732384,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-20,9,5.666666666666667,30.081041865732384,0,0,0
sars-cov-2,County1,2020-01-21,4,6,31.85051491665782,0,0.6666666666666666,3.5389461018508683
sars-cov-2,County1,2020-01-22,5,3.6666666666666665,19.464203560179776,2,0.6666666666666666,3.5389461018508683
sars-cov-2,County1,2020-01-23,2,3,15.92525745832891,0,0.6666666666666666,3.5389461018508683
sars-cov-2,County1,2020-01-24,2,2.3333333333333335,12.386311356478043,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-26,3,3.3333333333333335,17.694730509254345,1,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-27,5,3,15.92525745832891,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-01-28,1,3.3333333333333335,17.694730509254345,0,0,0
sars-cov-2,County1,2020-01-29,4,3,15.92525745832891,0,0,0
sars-cov-2,County1,2020-01-30,4,3.6666666666666665,19.464203560179776,0,0,0
sars-cov-2,County1,2020-01-31,3,3,15.92525745832891,0,0,0
sars-cov-2,County1,2020-02-01,2,3.3333333333333335,17.694730509254345,0,0,0
sars-cov-2,County1,2020-02-02,5,3,15.92525745832891,0,0,0
sars-cov-2,County1,2020-02-03,2,3,15.92525745832891,0,0,0
sars-cov-2,County1,2020-02-04,2,2,10.616838305552607,0,0,0
sars-cov-2,County1,2020-02-05,2,1.6666666666666667,8.847365254627173,0,0,0
sars-cov-2,County1,2020-02-06,1,2,10.616838305552607,0,0,0
sars-cov-2,County1,2020-02-07,3,2,10.616838305552607,0,0,0
sars-cov-2,County1,2020-02-08,2,2.6666666666666665,14.155784407403473,0,0,0
sars-cov-2,County1,2020-02-09,3,3.3333333333333335,17.694730509254345,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-02-10,5,3.3333333333333335,17.694730509254345,1,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-02-11,2,2.6666666666666665,14.155784407403473,0,0.3333333333333333,1.7694730509254342
sars-cov-2,County1,2020-02-12,1,1.6666666666666667,8.847365254627173,0,0,0
