"","site_id","collection_date","cdc_lineage","cdc_abundance","note","sample_id"
"1","UD","2025-03-03","NoneDetected",0,"LowCoverageSample","UD20250303"
"2","UE","2025-03-10","NoneDetected",0,"LowCoverageSample","UE20250310"
"3","UB","2025-03-10","NoneDetected",0,"LowCoverageSample","UB20250310"
"4","UA","2025-03-09","KP.3",0.348565776259598,"Detection","UA20250309"
"5","UA","2025-03-09","KP.3.1.1",0.32886492697702,"Detection","UA20250309"
"6","UA","2025-03-09","Other",0.322569296763382,"Detection","UA20250309"
"7","UD","2025-03-10","NoneDetected",0,"LowCoverageSample","UD20250310"
"8","UD","2025-03-12","KP.1.1",0.209456380627078,"Detection","UD20250312"
"9","UD","2025-03-12","KP.3",0.220360651481685,"Detection","UD20250312"
"10","UD","2025-03-12","XEC",0.246920456904808,"Detection","UD20250312"
"11","UD","2025-03-12","XEC.4",0.216348097538207,"Detection","UD20250312"
"12","UD","2025-03-12","XEQ",0.106914413448222,"Detection","UD20250312"
"13","UE","2025-03-13","JN.1.11.1",0.399045219235528,"Detection","UE20250313"
"14","UE","2025-03-13","KP.3",0.214321287880401,"Detection","UE20250313"
"15","UE","2025-03-13","LP.8.1",0.180968777194207,"Detection","UE20250313"
"16","UE","2025-03-13","XEC",0.205664715689864,"Detection","UE20250313"
"17","UB","2025-03-13","KP.3",0.314966002306496,"Detection","UB20250313"
"18","UB","2025-03-13","KP.3.1.1",0.32177523360679,"Detection","UB20250313"
"19","UB","2025-03-13","LP.8.1",0.363258764086715,"Detection","UB20250313"
"20","UA","2025-03-13","KP.1.1",0.14340054284384,"Detection","UA20250313"
"21","UA","2025-03-13","KP.3.1.1",0.154029684024851,"Detection","UA20250313"
"22","UA","2025-03-13","MC.19",0.212884546540533,"Detection","UA20250313"
"23","UA","2025-03-13","Other",0.147996778915279,"Detection","UA20250313"
"24","UA","2025-03-13","XEC",0.188533099810159,"Detection","UA20250313"
"25","UA","2025-03-13","XEC.4",0.153155347865339,"Detection","UA20250313"
"26","UC","2025-03-13","NoneDetected",0,"LowCoverageSample","UC20250313"
"27","UE","2025-03-17","NoneDetected",0,"LowCoverageSample","UE20250317"
"28","UB","2025-03-17","KP.1.1.3",0.402886735751152,"Detection","UB20250317"
"29","UB","2025-03-17","KP.3",0.103142687745897,"Detection","UB20250317"
"30","UB","2025-03-17","LP.8.1",0.493970576502951,"Detection","UB20250317"
"31","UC","2025-03-17","KP.1.1.3",0.187378164238253,"Detection","UC20250317"
"32","UC","2025-03-17","KP.1.2",0.185400309794073,"Detection","UC20250317"
"33","UC","2025-03-17","LP.8.1",0.392124156707635,"Detection","UC20250317"
"34","UC","2025-03-17","MC.1",0.235097369260038,"Detection","UC20250317"
"35","UA","2025-03-17","NoneDetected",0,"LowCoverageSample","UA20250317"
